INSERT INTO `peminjaman` (`id`, `kode_pinjam`, `peminjam_id`, `kd_barang`, `nama_peminjam`, `petugas_pinjam`, `petugas_kembali`, `status`, `denda`, `tanggal_pinjam`, `tanggal_kembali`, `tanggal_pengembalian`, `created_at`, `updated_at`) VALUES
(923, '406534908', 926, '8ba1bb3e-a9ef-4b36-8158-890f41c60f8f', 'Titin Purnawati M.M.', 1, 2, 3, 0, '2022-04-15', '2022-04-29', '2022-04-28', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(924, '862981801', 927, '2a6df1eb-d2fc-4f4b-a4d8-3d40115e8759', 'Paulin Rahmawati M.Pd', 2, 2, 3, 0, '2023-02-02', '2023-02-16', '2023-02-15', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(925, '284375199', 928, 'ca9a8771-10c5-49e0-83d5-123b2b39fa99', 'Keisha Yuliarti', 2, 1, 3, 0, '2020-02-08', '2020-02-22', '2020-02-21', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(926, '722211282', 929, '27042f9f-3e62-4acb-a510-72a5e0798b48', 'Rahayu Lailasari', 2, 1, 3, 0, '2022-03-13', '2022-03-27', '2022-03-26', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(927, '190322370', 930, 'c79ad85a-9f74-4c1d-b55f-4e4748aec283', 'Yessi Hariyah', 2, 1, 3, 0, '2021-01-07', '2021-01-21', '2021-01-20', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(928, '537517114', 931, '6a362cef-63a6-4a3a-922b-d24f1d3a6452', 'Baktianto Nasab Lazuardi', 2, 1, 3, 0, '2022-02-22', '2022-03-08', '2022-03-07', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(929, '347258359', 932, 'ee74aad3-86f5-474d-a6d3-bb91e6a26875', 'Zamira Malika Padmasari', 1, 1, 3, 0, '2021-11-19', '2021-12-03', '2021-12-02', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(930, '944587378', 933, 'c19a5168-e81a-4771-a05d-06c3570ceec6', 'Rahmi Halimah S.Pd', 1, 2, 3, 0, '2021-05-16', '2021-05-30', '2021-05-29', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(931, '571921602', 934, '972cab1b-4096-47c9-ab70-e84f79c85aae', 'Janet Uyainah', 2, 1, 3, 0, '2021-09-11', '2021-09-25', '2021-09-24', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(932, '185495664', 935, '7dc7d9dd-659a-44c5-be53-3f6e252ee9ca', 'Anastasia Pudjiastuti', 1, 2, 3, 0, '2022-08-29', '2022-09-12', '2022-09-11', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(933, '822987002', 936, '6cf656ee-76da-4bb0-97f2-2e9e4f378687', 'Zahra Purnawati S.E.I', 2, 1, 3, 0, '2023-02-13', '2023-02-27', '2023-02-26', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(934, '935725191', 937, '310ab238-e3ef-4e24-8f90-4a3e0bbf4d95', 'Janet Zulaikha Namaga', 2, 1, 3, 0, '2023-02-27', '2023-03-13', '2023-03-12', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(935, '264288694', 938, 'fc8d5bf9-7ebb-460f-a823-a341d18def2d', 'Ulva Haryanti', 1, 2, 3, 0, '2022-02-25', '2022-03-11', '2022-03-10', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(936, '742318088', 939, 'e01a8a61-aa4c-496a-95b8-04c979efbc3a', 'Balidin Sihotang', 1, 2, 3, 0, '2022-01-23', '2022-02-06', '2022-02-05', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(937, '568386850', 940, '82dbfbdc-4f1d-466e-bc82-a4713987cb47', 'Zizi Puspita', 2, 1, 3, 0, '2020-02-13', '2020-02-27', '2020-02-26', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(938, '792520338', 941, '9ecc5e38-82aa-4f25-8256-fbf0ee64f96b', 'Nova Mandasari', 2, 2, 3, 0, '2021-11-11', '2021-11-25', '2021-11-24', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(939, '369608844', 942, 'cbaa670b-4b0e-4edb-900d-a521050367b0', 'Bakiman Gaiman Sihombing', 1, 2, 3, 0, '2022-07-23', '2022-08-06', '2022-08-05', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(940, '585523522', 943, '9f567425-bdd1-459f-868d-13a29063c89e', 'Julia Utami', 2, 1, 3, 0, '2022-08-14', '2022-08-28', '2022-08-27', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(941, '979215113', 944, '2a5520f1-fa77-476a-ac5c-e9f790e1f651', 'Putri Mayasari S.E.I', 1, 1, 3, 0, '2022-09-13', '2022-09-27', '2022-09-26', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(942, '650753214', 945, '432dd6ac-98ad-462c-894c-7a2a9dcda4f3', 'Agnes Yolanda', 2, 1, 3, 0, '2021-12-01', '2021-12-15', '2021-12-14', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(943, '912177389', 946, '730ec202-de2c-44a3-9d14-1cff3a526159', 'Ikin Tarihoran S.Gz', 1, 2, 3, 0, '2021-03-30', '2021-04-13', '2021-04-12', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(944, '767634400', 947, '674b7d28-2f84-426d-99d2-47b03cb794ed', 'Adika Aswani Mansur', 1, 1, 3, 0, '2021-04-04', '2021-04-18', '2021-04-17', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(945, '385398575', 948, 'd29aaee8-0cdb-4785-825c-4b5ac42cb6c3', 'Asirwanda Hutagalung', 2, 2, 3, 0, '2020-10-24', '2020-11-07', '2020-11-06', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(946, '305536410', 949, '23bc4118-bb04-4087-b24c-bde0d2c990e7', 'Banara Saptono', 2, 1, 3, 0, '2021-09-01', '2021-09-15', '2021-09-14', '2023-05-29 02:11:28', '2023-05-29 02:11:28'),
(947, '360882761', 950, '1e870d37-d7a6-466c-9780-080b59f4c416', 'Padma Nasyidah M.Pd', 2, 1, 3, 0, '2023-01-14', '2023-01-28', '2023-01-27', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(948, '817413548', 951, 'f6403ee3-a6c1-4de3-baff-eeea372dbf51', 'Kamal Sihotang', 1, 2, 3, 0, '2022-06-29', '2022-07-13', '2022-07-12', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(949, '155724698', 952, '0ddfbc5c-de1d-4b4c-b3b9-74bdd874b909', 'Tantri Clara Maryati', 1, 2, 3, 0, '2023-01-10', '2023-01-24', '2023-01-23', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(950, '334080067', 953, 'd486cd04-e99a-4688-a471-0e10001d91be', 'Janet Widiastuti', 1, 1, 3, 0, '2020-05-31', '2020-06-14', '2020-06-13', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(951, '237064256', 954, 'b58c27ac-3a50-49e3-b2e3-a247714aeed2', 'Yance Kuswandari', 2, 1, 3, 0, '2021-11-02', '2021-11-16', '2021-11-15', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(952, '148387417', 955, 'b2d7461a-63d5-4667-bd1b-8f93cf12206a', 'Silvia Oktaviani S.E.I', 2, 2, 3, 0, '2022-10-02', '2022-10-16', '2022-10-15', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(953, '263986762', 956, '6d84800b-b397-4189-87b5-c3a5ae940c9d', 'Diana Mayasari', 2, 2, 3, 0, '2022-01-30', '2022-02-13', '2022-02-12', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(954, '242311373', 957, '9f995c8f-a6b0-475c-bd97-1b876043bd52', 'Rahayu Safitri S.Sos', 2, 2, 3, 0, '2020-06-07', '2020-06-21', '2020-06-20', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(955, '175451120', 958, 'faf9ad44-625f-4012-a869-617b3f101147', 'Nilam Mulyani', 1, 1, 3, 0, '2020-08-14', '2020-08-28', '2020-08-27', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(956, '128539724', 959, 'c6322f1b-fafb-4fdc-b15c-7052c639cc54', 'Kamaria Haryanti', 1, 1, 3, 0, '2020-07-16', '2020-07-30', '2020-07-29', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(957, '998804186', 960, 'b350f14d-91cc-4837-9c2e-040b8f28c5b8', 'Hani Kani Hasanah S.Sos', 1, 1, 3, 0, '2021-07-17', '2021-07-31', '2021-07-30', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(958, '173258217', 961, '90ac0ba0-d237-4bc9-a06c-48ecd615a102', 'Nalar Manullang M.M.', 1, 2, 3, 0, '2021-07-15', '2021-07-29', '2021-07-28', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(959, '863348937', 962, 'f50198b3-4fc1-4ca8-91b7-36ec30f9d6fb', 'Humaira Hartati', 1, 2, 3, 0, '2022-10-20', '2022-11-03', '2022-11-02', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(960, '433114240', 963, '9fb0b7b6-03a6-4084-8239-5365b65b506b', 'Kawaca Habibi', 1, 1, 3, 0, '2022-04-15', '2022-04-29', '2022-04-28', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(961, '326844876', 964, '13d8dcc8-8943-44b5-805c-f4005b57ea4d', 'Lasmanto Atma Natsir M.Farm', 2, 2, 3, 0, '2021-07-27', '2021-08-10', '2021-08-09', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(962, '170961520', 965, '88c10752-f9fa-4cc4-b691-2f85eeb49df9', 'Anastasia Hamima Prastuti', 2, 1, 3, 0, '2021-01-31', '2021-02-14', '2021-02-13', '2023-05-29 02:11:29', '2023-05-29 02:11:29'),
(963, '402722794', 966, '9d304300-0cb6-439a-980a-1bc726165ab9', 'Chelsea Astuti', 2, 2, 3, 0, '2021-01-30', '2021-02-13', '2021-02-12', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(964, '411184878', 967, '14d2e438-cfc1-4e08-b3ef-52612c996a79', 'Maya Permata', 2, 1, 3, 0, '2022-04-28', '2022-05-12', '2022-05-11', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(965, '631738047', 968, '3e1bed23-2ffc-43f3-ac57-f4feb0216450', 'Taufik Slamet Suryono', 1, 2, 3, 0, '2021-12-07', '2021-12-21', '2021-12-20', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(966, '199450824', 969, '6f782be7-caea-42af-b150-6726f38c5f22', 'Dipa Latupono', 1, 2, 3, 0, '2021-03-19', '2021-04-02', '2021-04-01', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(967, '409932156', 970, 'cb1b29f8-5035-4a5d-b526-5ec779b11db4', 'Ilsa Aryani', 2, 1, 3, 0, '2022-07-27', '2022-08-10', '2022-08-09', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(968, '390214510', 971, '243755ff-2bb4-428c-9e75-5ceba40b7fc1', 'Rina Putri Wastuti', 1, 2, 3, 0, '2022-12-19', '2023-01-02', '2023-01-01', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(969, '129663794', 972, '3119a034-1eb1-493a-88e0-cbe2edd32b87', 'Ghaliyati Rahmawati', 1, 2, 3, 0, '2021-06-19', '2021-07-03', '2021-07-02', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(970, '253670256', 973, '841ef9e8-e1c9-47e5-9c2c-b0cdf878e9f3', 'Yance Purnawati M.Farm', 1, 1, 3, 0, '2022-07-13', '2022-07-27', '2022-07-26', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(971, '110802828', 974, 'a52057e8-29f5-434d-835a-3b8504a32a81', 'Kamal Bagas Ardianto M.Pd', 2, 2, 3, 0, '2020-08-29', '2020-09-12', '2020-09-11', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(972, '257583545', 975, 'b237b8a5-245f-4e4c-ab71-6344e0ef286f', 'Kemal Natsir', 2, 1, 3, 0, '2022-01-13', '2022-01-27', '2022-01-26', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(973, '609382940', 976, '9048cbf9-70cc-4ec1-afde-014e29c20e77', 'Nalar Artawan Lazuardi S.E.I', 2, 1, 3, 0, '2020-06-16', '2020-06-30', '2020-06-29', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(974, '772323820', 977, '4a07d2dc-aa64-4aca-83cf-1e200812ce6e', 'Gabriella Halimah', 2, 1, 3, 0, '2020-02-05', '2020-02-19', '2020-02-18', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(975, '546495193', 978, 'e0e3901d-76bd-4a2b-a332-59bd5d3c52e4', 'Almira Nasyiah', 1, 1, 3, 0, '2022-02-11', '2022-02-25', '2022-02-24', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(976, '830518473', 979, 'f7c85184-5233-442d-98cb-2b9e06ca6ff8', 'Galih Balangga Zulkarnain', 2, 1, 3, 0, '2021-01-14', '2021-01-28', '2021-01-27', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(977, '187192062', 980, '385b0a77-2f33-4ce3-b132-07a6f9c3c5a0', 'Yulia Malika Fujiati', 2, 2, 3, 0, '2021-08-10', '2021-08-24', '2021-08-23', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(978, '868882804', 981, '96820e9a-dbe6-4d6a-839f-9400e810535d', 'Gaduh Tamba M.Pd', 2, 2, 3, 0, '2020-06-03', '2020-06-17', '2020-06-16', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(979, '623267898', 982, 'c9ff97e1-f25e-47f9-aa40-b3953ab74611', 'Jefri Hidayat M.TI.', 2, 2, 3, 0, '2023-01-21', '2023-02-04', '2023-02-03', '2023-05-29 02:11:30', '2023-05-29 02:11:30'),
(980, '891281966', 983, '7c4beb02-42db-47a2-a64d-234369437aad', 'Galuh Balijan Firmansyah S.E.', 2, 1, 3, 0, '2020-03-10', '2020-03-24', '2020-03-23', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(981, '734296390', 984, '1f08f42d-30b7-427d-9993-a0f3fc90dd01', 'Tira Lestari', 2, 2, 3, 0, '2020-03-01', '2020-03-15', '2020-03-14', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(982, '365619863', 985, '876db3f6-2799-40e7-88d8-42396f3a7e57', 'Zelda Zulaika S.Gz', 2, 2, 3, 0, '2021-01-17', '2021-01-31', '2021-01-30', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(983, '649022244', 986, '596ef062-7fa2-4263-9a39-d5707d872086', 'Radika Rudi Nainggolan', 1, 1, 3, 0, '2022-09-07', '2022-09-21', '2022-09-20', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(984, '941914981', 987, '0da180b7-2e24-42cd-921f-bc85085a4fbb', 'Raina Cinta Rahimah M.Pd', 1, 1, 3, 0, '2020-08-27', '2020-09-10', '2020-09-09', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(985, '319199155', 988, 'de00b2d2-c1a6-4412-a4ce-1b05fda23fcc', 'Elvina Dina Agustina', 1, 1, 3, 0, '2021-07-22', '2021-08-05', '2021-08-04', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(986, '932350097', 989, 'a6adc0fa-151e-4ad9-b0a4-1aacf28eaf4c', 'Taswir Firmansyah', 2, 2, 3, 0, '2020-12-07', '2020-12-21', '2020-12-20', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(987, '166581405', 990, '9f7a9f5b-62af-4d43-91ec-b34b801bebfd', 'Uli Riyanti', 1, 2, 3, 0, '2021-10-24', '2021-11-07', '2021-11-06', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(988, '592343272', 991, 'ba58e44d-7d55-43d1-acc9-70d44b0eeb05', 'Surya Zulkarnain', 2, 1, 3, 0, '2022-05-04', '2022-05-18', '2022-05-17', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(989, '383741494', 992, 'fca5f305-5bae-4bee-8645-05fa71ed7193', 'Rizki Marbun', 2, 1, 3, 0, '2021-06-04', '2021-06-18', '2021-06-17', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(990, '755874240', 993, 'e1b9dd85-e5c6-4152-b51d-5d4ddb47edeb', 'Dacin Anggriawan', 1, 1, 3, 0, '2020-07-27', '2020-08-10', '2020-08-09', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(991, '131332702', 994, '805ccd22-8b66-4462-9103-d5cce95ce618', 'Calista Fitria Wulandari', 2, 1, 3, 0, '2020-12-25', '2021-01-08', '2021-01-07', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(992, '235786835', 995, '15433926-5edc-4768-a1ee-1038377227f0', 'Salwa Yulianti', 2, 1, 3, 0, '2020-07-30', '2020-08-13', '2020-08-12', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(993, '262289106', 996, '4f4a2af3-3b0c-46d3-b360-b7522def40fa', 'Lintang Usamah', 1, 1, 3, 0, '2020-05-16', '2020-05-30', '2020-05-29', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(994, '438480111', 997, '4716df9d-7006-4b63-b37d-c3ab0fa9245c', 'Endah Yuni Rahayu', 1, 2, 3, 0, '2021-01-20', '2021-02-03', '2021-02-02', '2023-05-29 02:11:31', '2023-05-29 02:11:31'),
(995, '717476499', 998, '51794ee9-282a-4475-87f2-c3149d610597', 'Purwadi Putra', 1, 2, 3, 0, '2023-01-24', '2023-02-07', '2023-02-06', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(996, '165499572', 999, 'a6039c74-8a83-469e-9582-43d09c81dcda', 'Banawa Sitorus', 1, 1, 3, 0, '2022-03-24', '2022-04-07', '2022-04-06', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(997, '528821172', 1000, '28dbc0dd-932d-4197-8925-cb7edb8fa8fb', 'Paulin Novitasari', 2, 2, 3, 0, '2022-07-31', '2022-08-14', '2022-08-13', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(998, '109672021', 1001, '88665957-a232-427d-8145-434ca60a9677', 'Ani Unjani Novitasari S.Ked', 1, 1, 3, 0, '2022-07-22', '2022-08-05', '2022-08-04', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(999, '638801435', 1002, '3fdec460-52f4-4527-b129-24e143804a26', 'Saadat Habibi M.Pd', 2, 1, 3, 0, '2022-10-16', '2022-10-30', '2022-10-29', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1000, '525452259', 1003, 'f8098a06-5814-4135-94c7-c897e88ef8c5', 'Setya Salahudin S.H.', 2, 2, 3, 0, '2023-01-11', '2023-01-25', '2023-01-24', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1001, '977397726', 1004, 'dbf9a457-7a38-4633-968e-dd5546c4b6a5', 'Danuja Samosir', 2, 1, 3, 0, '2022-05-18', '2022-06-01', '2022-05-31', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1002, '181218884', 1005, '13e5de56-3881-46d4-9a12-2cd96f7e016d', 'Maryanto Sitompul', 1, 2, 3, 0, '2021-12-25', '2022-01-08', '2022-01-07', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1003, '311699215', 1006, 'ba3a85dd-5176-4417-b463-37a3fec1d721', 'Diana Uyainah', 1, 1, 3, 0, '2020-04-14', '2020-04-28', '2020-04-27', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1004, '274418966', 1007, '074acaa1-aa14-4189-8339-3c3fbbe90396', 'Unjani Pratiwi', 1, 2, 3, 0, '2021-01-24', '2021-02-07', '2021-02-06', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1005, '988579795', 1008, '628260e6-3acb-40f6-bc33-db9988233577', 'Melinda Wijayanti M.TI.', 1, 2, 3, 0, '2021-12-08', '2021-12-22', '2021-12-21', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1006, '882302374', 1009, 'f51d6851-1db7-4bbc-9b31-a758e51ae2a6', 'Talia Uyainah', 2, 2, 3, 0, '2020-07-23', '2020-08-06', '2020-08-05', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1007, '135635253', 1010, '546d1ccb-f290-449e-922b-ea5fff4037c6', 'Empluk Lukman Irawan S.IP', 1, 1, 3, 0, '2023-04-13', '2023-04-27', '2023-04-26', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1008, '236970710', 1011, '0784ae77-ee64-4d1c-a4cc-663f2cbcb18b', 'Hasan Harimurti Putra', 1, 2, 3, 0, '2023-02-25', '2023-03-11', '2023-03-10', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1009, '139460860', 1012, 'ca1faa0f-042b-4ede-905c-e57c83b34fbe', 'Kuncara Raihan Mansur', 1, 1, 3, 0, '2020-09-08', '2020-09-22', '2020-09-21', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1010, '847381921', 1013, 'bb1bfdac-a42f-4aa4-b6a4-c52c4873dbac', 'Ciaobella Yuniar S.Gz', 2, 1, 3, 0, '2022-10-27', '2022-11-10', '2022-11-09', '2023-05-29 02:11:32', '2023-05-29 02:11:32'),
(1011, '661895922', 1014, '7bcf3307-a444-4e24-bb96-dd748badeece', 'Intan Sakura Padmasari S.E.I', 1, 2, 3, 0, '2020-03-16', '2020-03-30', '2020-03-29', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1012, '571987123', 1015, '64302764-47ff-461b-94b9-2735a1e3d88f', 'Vinsen Budiyanto', 2, 2, 3, 0, '2023-01-05', '2023-01-19', '2023-01-18', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1013, '485647159', 1016, 'fc64e1f4-14d7-4fda-b40d-d3e673f6e2d3', 'Latika Wulandari', 2, 1, 3, 0, '2022-03-08', '2022-03-22', '2022-03-21', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1014, '351709948', 1017, '717400cc-4803-4b34-b3f0-b6c039f987d8', 'Hesti Andriani', 1, 2, 3, 0, '2021-07-14', '2021-07-28', '2021-07-27', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1015, '182625616', 1018, '1d670858-a4c7-444c-978e-026d25575646', 'Gasti Vera Prastuti', 1, 2, 3, 0, '2020-10-20', '2020-11-03', '2020-11-02', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1016, '752474002', 1019, 'd3a6e7f0-2c1b-4ef2-ade1-3d276973eea8', 'Dadi Wahyudin', 1, 1, 3, 0, '2023-04-21', '2023-05-05', '2023-05-04', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1017, '640304916', 1020, '855319db-2023-4535-bfbb-59a26a5ac16b', 'Puti Purnawati', 1, 2, 3, 0, '2022-01-25', '2022-02-08', '2022-02-07', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1018, '276560946', 1021, 'c775350d-6162-4f37-8eea-42036df010e8', 'Eli Widiastuti', 1, 2, 3, 0, '2022-01-14', '2022-01-28', '2022-01-27', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1019, '497644586', 1022, 'baedac68-352b-4485-ac76-2dec34f85e1f', 'Luhung Maulana M.Pd', 2, 2, 3, 0, '2021-02-21', '2021-03-07', '2021-03-06', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1020, '397519991', 1023, '498939ea-260b-4d3a-bebb-6712110bb2c9', 'Zahra Safitri', 1, 1, 3, 0, '2022-03-25', '2022-04-08', '2022-04-07', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1021, '247134960', 1024, '44e6acaa-c014-40af-aded-43d5f5a6571c', 'Karja Narpati', 2, 1, 3, 0, '2021-11-26', '2021-12-10', '2021-12-09', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1022, '938489982', 1025, '0ab18f8b-84c0-4d18-ba64-6da1578fda5a', 'Jamal Putra', 2, 1, 3, 0, '2022-09-27', '2022-10-11', '2022-10-10', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1023, '837654053', 1026, '7d505d49-940c-4f2e-a753-ca3b8eaaeb16', 'Kezia Dinda Prastuti S.Pt', 1, 1, 3, 0, '2022-05-03', '2022-05-17', '2022-05-16', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1024, '370908520', 1027, '2cbc7201-3b4a-43ab-b4a5-88e09c8bab72', 'Hani Intan Yuliarti S.E.', 2, 2, 3, 0, '2023-03-27', '2023-04-10', '2023-04-09', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1025, '615430284', 1028, '177d5f72-6d2e-4ee0-b47c-bdc959ddb96a', 'Purwanto Narpati S.Pt', 1, 1, 3, 0, '2022-09-26', '2022-10-10', '2022-10-09', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1026, '737064978', 1029, 'a873edd1-9969-4fc6-a886-b1c296fc2991', 'Daliman Sihotang S.Pt', 2, 2, 3, 0, '2021-01-05', '2021-01-19', '2021-01-18', '2023-05-29 02:11:33', '2023-05-29 02:11:33'),
(1027, '551092363', 1030, '114ae9da-348c-4f3d-a816-649134d091a0', 'Ibrani Wibowo', 1, 2, 3, 0, '2023-04-13', '2023-04-27', '2023-04-26', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1028, '315016640', 1031, '877999c0-ea3d-4ceb-8fa3-4ce7a792a9e6', 'Radika Abyasa Wacana S.Pt', 1, 1, 3, 0, '2022-07-11', '2022-07-25', '2022-07-24', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1029, '409140306', 1032, '40aa8173-2bfe-482c-8a22-7aeae674962e', 'Daru Budiman', 1, 2, 3, 0, '2022-02-09', '2022-02-23', '2022-02-22', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1030, '183698934', 1033, '594e6e6e-0441-4f08-905d-5b1ca9c74a5a', 'Wulan Pratiwi S.T.', 2, 2, 3, 0, '2021-07-29', '2021-08-12', '2021-08-11', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1031, '769006217', 1034, 'a782cc8d-0f15-4c1e-9d2f-598a2ca0adf8', 'Baktiono Danu Napitupulu S.Gz', 1, 1, 3, 0, '2021-06-13', '2021-06-27', '2021-06-26', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1032, '441004773', 1035, '066f4ea0-3da2-4caf-a413-e7c31f9a82a4', 'Zahra Oktaviani M.TI.', 2, 1, 3, 0, '2023-01-26', '2023-02-09', '2023-02-08', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1033, '946732069', 1036, 'a2d89f05-84c7-4c63-a478-9849a18867d8', 'Ellis Ida Lailasari', 2, 2, 3, 0, '2021-06-24', '2021-07-08', '2021-07-07', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1034, '309264119', 1037, 'fa889d77-b9f2-4ced-b89c-a86a8fc5dd8c', 'Cici Anggraini', 2, 2, 3, 0, '2021-11-28', '2021-12-12', '2021-12-11', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1035, '335175602', 1038, '1b1915a7-8b5b-4c48-b140-79c2a64d3777', 'Jaga Lasmono Hakim', 1, 2, 3, 0, '2020-06-05', '2020-06-19', '2020-06-18', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
(1036, '346350177', 1039, 'e69e0db3-2f4d-47ce-9cc8-e2583eb657dd', 'Laila Namaga', 1, 1, 3, 0, '2020-01-29', '2020-02-12', '2020-02-11', '2023-05-29 02:11:34', '2023-05-29 02:11:34'),
